epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mae_K_epoch,train_mae_K_step,train_rmse_K_epoch,train_rmse_K_step,val_loss,val_mae_K,val_rmse_K
,0.0002443980586574767,975327,,,,,,,,,
71,,975349,,0.26904356479644775,,25.110759735107422,,30.991580963134766,,,
71,,975399,,0.45148685574531555,,28.34320640563965,,37.141963958740234,,,
71,,975449,,0.2821882963180542,,27.426511764526367,,34.10282897949219,,,
71,,975499,,0.3003196716308594,,29.447437286376953,,38.49763870239258,,,
71,,975549,,0.3713785409927368,,29.51186180114746,,38.68164825439453,,,
71,,975599,,0.2499515414237976,,29.298797607421875,,37.17893600463867,,,
71,,975649,,0.1793799102306366,,29.29391098022461,,33.00959777832031,,,
71,,975699,,0.5024327039718628,,29.105365753173828,,40.934783935546875,,,
71,,975749,,0.1489378809928894,,23.694225311279297,,28.139057159423828,,,
71,,975799,,0.4558699429035187,,34.12505340576172,,44.059383392333984,,,
71,,975849,,0.1508358120918274,,20.91361427307129,,25.102432250976562,,,
71,,975899,,0.26571792364120483,,26.041297912597656,,32.41836929321289,,,
71,,975949,,0.35234689712524414,,27.21057891845703,,34.30252456665039,,,
71,,975999,,0.20638541877269745,,30.164995193481445,,35.394981384277344,,,
71,,976049,,0.1320306956768036,,21.087038040161133,,25.032611846923828,,,
71,,976099,,0.2634420692920685,,30.676082611083984,,35.50986862182617,,,
71,,976149,,0.14515599608421326,,20.451990127563477,,25.186214447021484,,,
71,,976199,,0.17576707899570465,,17.876413345336914,,23.887075424194336,,,
71,,976249,,0.20793801546096802,,28.00025749206543,,33.54163360595703,,,
71,,976299,,0.36343374848365784,,28.42722511291504,,36.99875259399414,,,
71,,976349,,0.39587438106536865,,30.098552703857422,,39.74431610107422,,,
71,,976399,,0.1966509222984314,,21.50916862487793,,26.553356170654297,,,
71,,976449,,0.1973417103290558,,23.959909439086914,,28.799806594848633,,,
71,,976499,,0.3419901430606842,,23.83873176574707,,32.95528030395508,,,
71,,976549,,0.7089012861251831,,29.886566162109375,,43.16737747192383,,,
71,,976599,,0.3132951259613037,,32.538055419921875,,37.719871520996094,,,
71,,976649,,0.14028871059417725,,21.25101661682129,,25.23712921142578,,,
71,,976699,,0.2794371247291565,,32.20263671875,,37.45399856567383,,,
71,,976749,,0.24662473797798157,,22.35398292541504,,29.015296936035156,,,
71,,976799,,0.06463779509067535,,20.871679306030273,,22.229724884033203,,,
71,,976849,,0.3702341318130493,,33.503421783447266,,41.494686126708984,,,
71,,976899,,0.8174238204956055,,35.124244689941406,,57.309749603271484,,,
71,,976949,,0.4991235136985779,,35.8580322265625,,45.53166961669922,,,
71,,976999,,0.37125763297080994,,22.109058380126953,,32.01166534423828,,,
71,,977049,,0.20375657081604004,,30.327495574951172,,35.58199691772461,,,
71,,977099,,0.2698451578617096,,24.029294967651367,,31.505674362182617,,,
71,,977149,,0.25930821895599365,,23.75982093811035,,32.15169906616211,,,
71,,977199,,0.5606690049171448,,24.980266571044922,,41.27350616455078,,,
71,,977249,,0.3164692521095276,,26.74412727355957,,35.2054443359375,,,
71,,977299,,0.3651864528656006,,27.859941482543945,,37.205162048339844,,,
71,,977349,,0.4089356064796448,,26.801382064819336,,36.958740234375,,,
71,,977399,,0.5667803287506104,,35.748592376708984,,47.56004333496094,,,
71,,977449,,0.29255691170692444,,22.089420318603516,,29.401565551757812,,,
71,,977499,,0.11867827922105789,,15.502176284790039,,20.149900436401367,,,
71,,977549,,0.27874845266342163,,20.02081871032715,,28.17205238342285,,,
71,,977599,,0.49198201298713684,,39.09853744506836,,48.9926643371582,,,
71,,977649,,0.1785813570022583,,22.474891662597656,,26.970378875732422,,,
71,,977699,,0.3284332752227783,,29.733726501464844,,36.038246154785156,,,
71,,977749,,0.13063719868659973,,25.462080001831055,,28.774311065673828,,,
71,,977799,,0.38958585262298584,,29.513935089111328,,37.65968704223633,,,
71,,977849,,0.15833218395709991,,25.394594192504883,,29.9061336517334,,,
