epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mae_K_epoch,train_mae_K_step,train_rmse_K_epoch,train_rmse_K_step,val_loss,val_mae_K,val_rmse_K
,2.9999999999999997e-12,0,,,,,,,,,
0,,49,,0.6781827211380005,,48.59614562988281,,60.97242736816406,,,
0,,99,,0.8118993043899536,,60.93223571777344,,73.42782592773438,,,
0,,149,,0.8602098226547241,,56.94499969482422,,67.48998260498047,,,
0,,199,,0.8385117053985596,,53.746456146240234,,68.41007995605469,,,
0,,249,,0.44033461809158325,,34.02349853515625,,42.80169677734375,,,
0,,299,,0.5804383158683777,,33.62007141113281,,44.82822036743164,,,
0,,349,,0.7895578742027283,,61.29627990722656,,69.9948501586914,,,
0,,399,,0.5850619673728943,,48.22422790527344,,56.71707534790039,,,
0,,449,,0.6913609504699707,,60.85594177246094,,67.77692413330078,,,
0,,499,,0.4287302494049072,,31.093538284301758,,39.42829513549805,,,
0,,549,,0.7062469720840454,,45.83167266845703,,55.79094696044922,,,
0,,599,,0.9219467639923096,,50.76878356933594,,64.58329010009766,,,
0,,649,,0.7195888757705688,,42.910614013671875,,52.66233444213867,,,
0,,699,,0.5908157825469971,,50.24091339111328,,58.55049514770508,,,
0,,749,,0.8182255029678345,,61.7149658203125,,70.72637176513672,,,
0,,799,,0.6443213224411011,,50.222938537597656,,59.05876541137695,,,
0,,849,,0.7750366926193237,,65.6748275756836,,73.62278747558594,,,
0,,899,,0.47612833976745605,,46.600196838378906,,55.96590805053711,,,
0,,949,,0.6946103572845459,,48.232269287109375,,59.488895416259766,,,
0,,999,,0.5664259195327759,,48.950599670410156,,56.59282302856445,,,
0,,1049,,0.5188108682632446,,42.500404357910156,,52.510711669921875,,,
0,,1099,,0.6122013330459595,,34.82879638671875,,47.62208938598633,,,
0,,1149,,0.3867195248603821,,35.10645294189453,,43.981651306152344,,,
0,,1199,,0.4699358344078064,,47.602291107177734,,54.21760940551758,,,
0,,1249,,0.5324406623840332,,51.849754333496094,,59.95591354370117,,,
0,,1299,,0.9990923404693604,,53.97480010986328,,69.4120101928711,,,
0,,1349,,1.2569854259490967,,55.91924285888672,,73.28068542480469,,,
0,,1399,,1.1936458349227905,,57.181060791015625,,74.02305603027344,,,
0,,1449,,0.7498736381530762,,57.116859436035156,,69.82154846191406,,,
0,,1499,,0.6064319014549255,,50.807281494140625,,60.876434326171875,,,
0,,1549,,0.7412412762641907,,54.940277099609375,,67.24801635742188,,,
0,,1599,,0.659093976020813,,52.84019470214844,,60.31825637817383,,,
0,,1649,,0.4858584702014923,,43.59418487548828,,54.5855712890625,,,
0,,1699,,0.7008938789367676,,44.78392791748047,,55.78641128540039,,,
0,,1749,,0.9845553040504456,,39.18414306640625,,53.527896881103516,,,
0,,1799,,0.7344933748245239,,48.174659729003906,,60.32221984863281,,,
0,,1849,,0.3192225694656372,,38.2939338684082,,44.538692474365234,,,
0,,1899,,0.7648245096206665,,55.82417678833008,,64.83512115478516,,,
0,,1949,,0.3548012971878052,,41.84852981567383,,46.36204147338867,,,
0,,1999,,0.8462016582489014,,57.33271789550781,,70.2401123046875,,,
0,,2049,,0.47781428694725037,,39.11579895019531,,50.393821716308594,,,
0,,2099,,0.769757091999054,,45.772491455078125,,59.302772521972656,,,
0,,2149,,0.357795774936676,,28.957374572753906,,37.20014572143555,,,
0,,2199,,0.46552687883377075,,36.88356399536133,,45.61347961425781,,,
