epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_mae_K_epoch,train_mae_K_step,train_rmse_K_epoch,train_rmse_K_step,val_loss,val_mae_K,val_rmse_K
,0.00027435563588325555,741798,,,,,,,,,
54,,741799,,0.21870699524879456,,22.234649658203125,,28.025367736816406,,,
54,,741849,,0.18176931142807007,,22.316186904907227,,28.307201385498047,,,
54,,741899,,0.7822800874710083,,38.624507904052734,,54.35591125488281,,,
54,,741949,,0.08048224449157715,,23.01224136352539,,24.818147659301758,,,
54,,741999,,0.15864917635917664,,24.45966339111328,,29.2216854095459,,,
54,,742049,,0.6319961547851562,,37.55933380126953,,49.56986999511719,,,
54,,742099,,0.24044615030288696,,26.300395965576172,,32.06102752685547,,,
54,,742149,,0.5688395500183105,,29.98303985595703,,42.67940139770508,,,
54,,742199,,0.1672380268573761,,24.4003963470459,,29.530731201171875,,,
54,,742249,,0.36716920137405396,,29.523210525512695,,37.315006256103516,,,
54,,742299,,0.2047288715839386,,22.969562530517578,,29.091876983642578,,,
54,,742349,,0.32489144802093506,,25.95523452758789,,34.754024505615234,,,
54,,742399,,0.5286494493484497,,27.586397171020508,,38.33940887451172,,,
54,,742449,,0.33299824595451355,,31.66620445251465,,38.03678512573242,,,
54,,742499,,0.7044038772583008,,32.922122955322266,,51.04578399658203,,,
54,,742549,,0.14767856895923615,,23.36367416381836,,27.67613983154297,,,
54,,742599,,0.29012027382850647,,34.1456298828125,,40.664424896240234,,,
54,,742649,,0.2253788858652115,,26.69650650024414,,32.23998260498047,,,
54,,742699,,0.3048132658004761,,20.902311325073242,,30.39659881591797,,,
54,,742749,,0.236038938164711,,22.55562400817871,,29.044103622436523,,,
54,,742799,,0.3039870858192444,,24.549283981323242,,32.55582809448242,,,
54,,742849,,0.23522266745567322,,27.605501174926758,,33.31346130371094,,,
54,,742899,,0.4294050335884094,,22.720888137817383,,34.83863830566406,,,
54,,742949,,0.19044920802116394,,27.848539352416992,,33.695945739746094,,,
54,,742999,,0.3173570930957794,,31.28771209716797,,39.48175811767578,,,
54,,743049,,0.14099346101284027,,23.237533569335938,,26.853700637817383,,,
54,,743099,,0.3623013496398926,,31.206096649169922,,39.496089935302734,,,
54,,743149,,0.26917538046836853,,26.155147552490234,,33.09790802001953,,,
54,,743199,,0.9720282554626465,,34.24962615966797,,50.311580657958984,,,
54,,743249,,0.12165145576000214,,21.72504234313965,,26.06700897216797,,,
54,,743299,,0.2850986123085022,,25.328317642211914,,32.503440856933594,,,
54,,743349,,0.23739224672317505,,26.032514572143555,,33.26373291015625,,,
54,,743399,,0.6484386324882507,,34.130348205566406,,45.7949333190918,,,
54,,743449,,0.18638306856155396,,19.418819427490234,,24.8118953704834,,,
54,,743499,,0.3125028908252716,,31.754478454589844,,38.69774627685547,,,
54,,743549,,0.08796210587024689,,18.595556259155273,,21.80302619934082,,,
54,,743599,,0.31525856256484985,,25.66227912902832,,32.7882080078125,,,
54,,743649,,0.3072158098220825,,35.20904541015625,,40.74222946166992,,,
54,,743699,,0.4166027009487152,,30.553007125854492,,37.9734992980957,,,
54,,743749,,0.1691838502883911,,25.811983108520508,,30.823823928833008,,,
54,,743799,,0.21133652329444885,,24.21070671081543,,29.11770248413086,,,
54,,743849,,0.257499635219574,,30.06005859375,,34.64541244506836,,,
54,,743899,,0.19557884335517883,,22.616247177124023,,27.708818435668945,,,
54,,743949,,0.2297925353050232,,26.154098510742188,,33.472984313964844,,,
54,,743999,,0.2513830065727234,,27.756195068359375,,33.59349060058594,,,
54,,744049,,0.5825132131576538,,45.23038101196289,,53.87539291381836,,,
54,,744099,,0.35539889335632324,,30.276535034179688,,37.00714111328125,,,
54,,744149,,0.15181052684783936,,24.3717098236084,,28.460906982421875,,,
54,,744199,,0.30832958221435547,,31.927946090698242,,37.85995101928711,,,
54,,744249,,0.1595979630947113,,22.291393280029297,,27.52336883544922,,,
54,,744299,,0.3550891578197479,,24.77531623840332,,33.86708450317383,,,
54,,744349,,0.24756893515586853,,25.885759353637695,,33.22251510620117,,,
54,,744399,,0.9958986043930054,,33.783042907714844,,49.31380081176758,,,
